0.00 319.64 367.23 398.02 535.41 333.84 392.00 323.20 245.00 350.17 325.52 452.61 101.86 321.68 334.65 382.31 197.75 369.79 354.83 365.90 360.94 467.67 262.30 345.03 368.24 269.72 412.59 412.65 742.10 302.53 139.60 386.43 321.47 213.44 341.42 295.50 348.83 296.58 315.24 311.31 462.23 380.29 324.36 286.87 160.58 461.79 319.71 414.22 243.43 316.31 385.19 318.69 644.42 302.05 453.00 454.84 526.15 317.67 302.16 313.23 411.11 416.30 410.60 389.33 343.11 373.73 133.99 315.37 327.05 483.39 324.83 282.62 423.23 447.09 310.42 260.32 282.65 317.62 352.79 382.89 239.36 246.16 335.56 438.78 330.77 316.08 121.61 458.19 327.94 406.16 356.57 357.76 344.10 555.01 618.51 374.57 294.44 286.39 292.45 260.15 371.22 380.33 336.47 320.89 332.81 301.95 321.89 336.11 491.95 243.59 405.17 252.09 476.77 333.35 314.06 493.67 297.92 381.28 299.83 380.32 259.79 306.05 324.99 362.69 309.01 389.91 242.57 342.42
319.64 0.00 89.97 96.00 225.86 54.81 143.62 99.58 92.11 175.79 103.27 135.76 256.01 36.38 173.25 63.62 217.33 71.02 124.77 73.71 59.18 189.43 82.86 35.73 79.79 147.31 276.33 112.22 428.98 72.43 207.06 207.66 25.26 143.40 173.34 39.46 117.18 111.18 164.25 101.82 213.57 260.20 17.65 150.24 164.44 142.31 50.22 239.94 81.34 8.82 79.01 22.32 350.98 23.67 134.03 165.90 273.64 115.24 205.97 33.94 101.13 122.57 106.82 102.89 109.70 105.87 204.75 81.34 26.47 197.44 7.89 197.32 130.44 129.42 67.88 60.23 51.29 8.82 192.69 67.07 80.96 75.89 24.00 120.78 11.16 14.23 213.54 142.26 160.22 101.44 173.07 48.00 167.49 386.47 335.58 58.26 200.02 202.00 62.39 61.76 52.94 72.75 76.61 67.88 19.73 27.90 8.82 89.97 195.22 76.61 90.06 67.88 267.28 14.23 40.62 201.38 87.34 139.44 121.87 127.49 145.51 54.81 39.06 76.61 12.48 91.09 96.00 60.10
367.23 89.97 0.00 40.24 170.39 39.65 54.81 187.11 122.57 108.56 53.67 105.28 284.79 59.18 261.24 96.32 217.04 28.45 49.91 142.53 36.38 106.24 105.06 108.34 14.23 236.80 201.38 49.44 376.65 64.71 277.03 130.26 67.54 159.25 110.05 128.46 200.33 82.95 253.53 65.31 123.89 192.36 72.75 117.71 206.87 126.81 52.64 321.17 129.00 84.35 131.87 71.46 372.58 86.80 115.03 211.74 185.48 68.91 295.92 67.19 59.71 174.01 152.25 22.32 43.40 178.90 237.29 53.08 64.23 240.39 82.39 287.16 180.68 103.79 56.90 121.55 91.09 98.64 126.07 61.76 149.36 129.78 102.36 98.95 84.99 79.79 248.70 107.33 103.27 48.80 102.58 50.53 102.43 299.08 366.79 62.39 289.99 291.89 75.89 118.70 95.02 42.50 30.82 155.44 71.13 82.95 81.34 35.29 124.77 136.05 67.54 130.14 338.15 81.34 129.78 238.34 177.24 53.08 87.34 39.46 130.62 63.74 125.39 14.23 100.59 31.81 124.77 31.56
398.02 96.00 40.24 0.00 137.42 64.23 77.82 181.88 153.47 144.70 93.79 65.07 319.81 77.82 254.73 74.44 256.01 28.45 87.16 127.06 38.86 95.43 136.74 100.59 31.81 240.71 231.18 16.27 344.08 98.64 298.46 160.66 81.34 194.94 147.31 135.07 189.80 122.38 249.95 104.84 128.82 225.86 82.39 157.92 237.56 86.89 78.32 305.88 155.49 93.79 110.55 84.99 334.26 102.58 75.07 181.67 182.78 109.13 295.18 86.62 19.73 147.89 125.58 24.95 83.23 162.49 270.98 90.06 76.20 208.48 88.23 289.00 153.68 63.62 89.97 142.97 116.04 103.27 161.77 38.86 169.48 154.33 98.95 59.18 87.16 91.09 281.91 67.42 142.10 8.82 137.81 48.00 139.50 314.91 330.16 44.99 290.21 293.28 106.02 141.44 77.72 23.67 67.07 151.79 76.61 100.59 89.02 74.86 99.82 159.05 31.81 151.79 315.57 83.23 130.26 204.75 177.95 81.34 127.36 67.42 169.98 92.11 122.88 37.22 108.34 8.82 156.24 55.80
535.41 225.86 170.39 137.42 0.00 201.57 167.86 288.00 290.64 242.07 220.18 93.79 455.18 214.66 351.51 176.14 384.10 165.76 199.67 223.20 175.21 99.35 273.64 215.86 167.49 356.96 291.97 122.88 206.76 234.36 432.67 236.11 216.68 329.64 248.45 261.63 284.77 250.94 352.95 233.59 146.20 301.52 215.86 279.47 374.89 102.59 215.71 376.90 292.77 226.11 198.69 220.00 286.92 237.56 103.27 218.44 148.31 233.09 400.86 223.37 125.89 210.04 193.37 148.10 204.64 248.70 407.33 223.47 211.23 229.56 218.86 399.58 210.93 101.44 226.00 279.05 253.32 231.21 254.73 158.81 304.50 291.25 219.82 110.05 215.28 224.66 418.53 86.17 250.78 129.42 233.32 180.68 241.07 314.09 300.10 167.63 397.88 402.87 243.13 277.99 185.95 156.49 200.95 264.12 208.48 236.37 220.74 204.60 56.49 295.47 135.88 287.81 362.05 211.74 250.82 217.04 293.81 178.29 252.79 171.30 297.70 229.39 240.81 173.07 238.21 145.51 293.28 193.01
333.84 54.81 39.65 64.23 201.57 0.00 89.97 154.33 89.28 123.89 52.94 123.83 256.46 20.12 228.06 84.35 198.42 36.38 70.25 119.28 30.05 145.51 72.75 81.34 35.29 199.05 223.27 78.91 408.29 37.43 238.34 153.68 30.05 132.63 122.57 91.09 170.76 71.13 218.83 56.49 162.54 209.15 37.22 111.11 173.34 139.94 14.23 293.28 92.03 47.67 115.03 33.71 374.85 47.51 129.00 201.07 224.90 67.42 259.57 27.62 78.91 159.78 139.83 58.66 55.80 154.68 207.13 35.73 28.45 231.58 48.16 249.85 167.21 120.00 28.72 82.39 52.94 63.62 141.27 60.36 110.05 91.77 72.54 112.98 53.08 42.50 217.90 128.03 111.18 72.54 120.26 35.51 116.04 331.73 364.73 55.38 253.29 254.73 41.94 79.89 78.62 49.44 22.32 122.57 39.06 43.40 46.01 36.38 160.61 97.45 77.72 91.09 316.48 50.22 95.43 232.22 141.44 84.99 79.79 73.71 115.51 27.90 93.12 30.05 63.74 56.08 92.11 8.82
392.00 143.62 54.81 77.82 167.86 89.97 0.00 241.75 155.04 75.89 67.42 132.34 301.44 110.05 315.87 147.89 220.85 81.34 37.22 196.57 90.83 78.12 137.81 163.11 67.88 289.00 153.52 74.86 366.15 99.35 316.56 83.61 119.81 178.64 81.34 181.02 255.12 95.43 307.76 81.34 75.38 150.24 126.07 114.69 235.22 157.92 99.89 375.66 167.40 137.25 184.14 123.58 407.03 136.96 146.41 259.36 140.11 74.44 349.36 116.85 95.35 224.31 202.11 53.67 49.91 232.92 258.49 83.70 117.31 286.29 136.28 339.82 230.47 133.98 94.78 165.71 134.15 152.40 90.83 111.74 193.37 170.39 157.13 132.28 139.44 132.28 270.67 131.16 82.95 82.95 67.54 105.06 73.71 244.28 405.55 114.42 343.17 344.69 114.69 161.82 148.10 92.11 71.46 210.01 125.39 132.34 134.84 63.25 113.05 177.95 109.63 173.65 390.63 135.88 183.92 282.32 230.91 11.16 93.12 16.27 136.96 106.60 179.99 69.02 153.47 73.39 156.09 83.61
323.20 99.58 187.11 181.88 288.00 154.33 241.75 0.00 160.66 273.93 201.57 194.78 289.00 135.76 74.13 114.42 281.36 163.49 224.34 65.07 152.40 277.03 161.05 81.34 175.12 72.43 374.89 196.57 475.60 167.40 187.45 306.97 124.77 207.13 270.75 70.25 27.62 204.14 68.11 198.11 308.18 357.11 117.11 239.90 197.28 187.57 149.15 143.62 139.94 107.33 89.97 121.55 321.32 114.42 184.94 133.51 364.64 212.11 114.49 131.87 178.64 100.59 104.24 195.89 209.15 53.08 240.71 178.90 125.89 160.61 106.24 111.60 106.02 186.95 164.82 118.24 134.96 90.83 290.37 144.00 112.98 131.16 84.99 178.64 102.36 112.85 245.13 202.61 256.67 184.22 271.79 138.55 265.41 485.56 295.71 136.96 110.55 115.03 153.68 123.52 106.82 158.86 176.19 31.81 116.51 120.00 108.34 189.43 272.36 124.77 162.20 118.70 182.18 105.87 59.18 171.89 27.62 238.37 215.28 225.86 228.06 150.76 61.76 173.07 92.45 179.95 164.25 159.05
245.00 92.11 122.57 153.47 290.64 89.28 155.04 160.66 0.00 142.59 88.23 211.48 168.56 79.89 222.53 153.47 126.32 125.58 120.00 161.82 117.71 225.97 17.65 126.81 123.26 170.76 238.37 167.77 497.39 58.26 162.54 181.88 82.95 51.44 136.05 93.79 186.11 67.54 207.13 75.38 229.83 213.86 88.67 88.67 84.44 224.66 75.38 302.47 22.32 85.17 170.80 81.34 443.07 68.91 214.55 256.58 294.86 86.80 235.42 72.43 167.77 213.21 198.69 144.49 105.28 188.11 118.37 72.54 88.23 288.14 93.79 220.18 221.09 206.87 65.67 42.50 42.50 95.02 154.74 143.46 56.08 30.82 115.03 199.16 101.44 82.39 128.82 216.29 119.81 161.82 144.70 117.11 133.98 369.39 427.02 136.05 227.38 225.69 47.51 37.43 143.62 137.42 92.03 136.05 97.45 66.14 89.97 93.79 247.32 39.06 164.20 42.68 342.20 102.43 112.22 292.93 136.05 145.51 76.61 141.00 69.80 61.38 118.96 117.71 86.89 145.18 3.95 97.69
350.17 175.79 108.56 144.70 242.07 123.89 75.89 273.93 142.59 0.00 72.54 205.51 252.42 139.61 345.71 202.92 161.96 136.28 58.66 243.09 141.16 146.47 129.78 205.21 122.38 305.44 101.06 146.47 434.55 107.33 300.51 39.65 150.76 142.91 8.82 205.21 292.96 76.20 333.91 76.61 120.00 85.36 159.25 64.23 205.78 230.06 125.58 415.71 162.20 167.40 236.87 153.47 478.77 159.64 218.29 319.69 179.47 62.39 369.50 142.31 164.11 280.61 259.39 120.00 69.02 278.58 217.33 95.02 151.07 348.75 170.39 356.50 287.62 206.12 109.13 171.17 143.46 184.14 17.65 169.98 194.90 168.56 196.01 203.11 176.32 161.82 229.79 205.21 23.67 151.79 8.82 153.68 8.82 226.83 474.67 169.48 362.16 361.83 122.57 165.90 199.67 151.02 101.82 242.87 162.68 154.08 167.49 87.61 186.11 177.33 175.12 176.67 440.35 173.78 214.99 346.90 256.46 67.19 66.14 79.01 92.11 123.26 214.84 120.19 181.54 137.81 141.66 122.57
